GEO_UNIT,COM_UNIT,GEO_SUB,COM_SUB,GEO_SECT,COM_SECT,GEO_DIST,COM_DIST,POSTAREA,X_COORD,Y_COORD,USER_,DELR,DELN,DELL,DELALL,WARD,NHS,POSTTOWN,CL_STD,CL_3,CL_6,CL_15,CL_45,CL_150,CL_STD_Txt,CL_3_Txt,CL_6_Txt,CL_15_Txt,CL_45_Txt,CL_150_Txt,SAND,SAND_Txt,SILT,SILT_Txt,SOFT,SOFT_Txt,PEAT,PEAT_Txt,FLOOD,FLOOD_Txt,Exp,Exp_Txt
PO304JY,PO30 4JY,PO304J,PO30 4J,PO304,PO30 4,PO30,PO30,PO,442140,88520,NR,2,3,0,5,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304JZ,PO30 4JZ,PO304J,PO30 4J,PO304,PO30 4,PO30,PO30,PO,442494,87908,R,3,0,0,3,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LA,PO30 4LA,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,441774,87842,R,2,0,0,2,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LD,PO30 4LD,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,439043,83725,R,5,0,0,5,MWPH,Q38,NEWPORT,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LG,PO30 4LG,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,445684,91947,R,10,0,0,10,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LH,PO30 4LH,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,446007,90291,NR,4,2,0,6,MWPK,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LJ,PO30 4LJ,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,445700,91500,R,5,0,0,5,MWPK,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LL,PO30 4LL,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,445629,91906,R,11,0,0,11,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LN,PO30 4LN,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,444803,91328,R,3,0,0,3,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LP,PO30 4LP,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,444676,91253,NR,6,1,0,7,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LQ,PO30 4LQ,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,445314,91647,R,1,0,0,1,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LR,PO30 4LR,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,444500,91600,NR,6,1,0,7,MWPH,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LS,PO30 4LS,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,444734,91163,R,21,0,0,21,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LT,PO30 4LT,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,445001,90716,R,36,0,0,36,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LU,PO30 4LU,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,445239,90540,R,2,0,0,2,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LW,PO30 4LW,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,444700,91200,NR,12,1,0,13,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LX,PO30 4LX,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,445436,90136,NR,1,1,0,2,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304LY,PO30 4LY,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,445809,89302,NR,13,5,0,18,MWPK,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO304LZ,PO30 4LZ,PO304L,PO30 4L,PO304,PO30 4,PO30,PO30,PO,445100,89200,NR,5,3,0,8,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO304NA,PO30 4NA,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,443942,89712,R,3,0,0,3,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NB,PO30 4NB,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,443100,89100,NR,2,1,0,3,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304ND,PO30 4ND,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,441516,89290,NR,14,2,0,16,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NE,PO30 4NE,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,441424,89426,NR,6,2,0,8,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NF,PO30 4NF,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,441269,89161,R,12,0,0,12,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NG,PO30 4NG,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,441100,89100,R,9,0,0,9,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NH,PO30 4NH,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,440564,88644,R,7,0,0,7,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NJ,PO30 4NJ,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,440168,88725,R,14,0,0,14,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NL,PO30 4NL,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,440088,88843,R,6,0,0,6,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NN,PO30 4NN,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,439928,89009,NR,5,1,0,6,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NP,PO30 4NP,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,440418,89124,R,3,0,0,3,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NQ,PO30 4NQ,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,441000,89000,NR,27,4,0,31,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NR,PO30 4NR,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,440259,89245,R,5,0,0,5,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NS,PO30 4NS,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,440823,89342,NR,3,1,0,4,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NT,PO30 4NT,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,441836,89550,NR,3,1,0,4,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NU,PO30 4NU,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,442500,89900,R,3,0,0,3,MWPH,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NW,PO30 4NW,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,439768,89244,NR,9,1,0,10,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NX,PO30 4NX,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,443400,90100,R,5,0,0,5,MWPH,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NY,PO30 4NY,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,443000,90100,R,7,0,0,7,MWPH,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304NZ,PO30 4NZ,PO304N,PO30 4N,PO304,PO30 4,PO30,PO30,PO,442915,90373,R,1,0,0,1,MWPH,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PA,PO30 4PA,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,442200,90700,NR,18,3,0,21,MWPH,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PB,PO30 4PB,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,442294,90120,R,1,0,0,1,MWPH,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PD,PO30 4PD,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,443810,90453,R,3,0,0,3,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PE,PO30 4PE,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,444322,89904,R,3,0,0,3,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PF,PO30 4PF,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,444334,90681,NR,8,1,0,9,MWPH,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PG,PO30 4PG,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,444093,80896,R,1,0,0,1,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PH,PO30 4PH,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,441500,89100,R,17,0,0,17,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PL,PO30 4PL,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,444217,81863,N,0,1,0,1,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PN,PO30 4PN,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,443802,81782,R,7,0,0,7,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PP,PO30 4PP,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,440900,89100,R,23,0,0,23,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PR,PO30 4PR,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,440918,89240,R,21,0,0,21,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PS,PO30 4PS,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,441061,89106,R,15,0,0,15,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PT,PO30 4PT,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,442652,86907,R,1,0,0,1,MWPH,Q38,NEWPORT,7,7,7,7,7,7,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,2,Minimal,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PW,PO30 4PW,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,444171,81066,R,2,0,0,2,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304PX,PO30 4PX,PO304P,PO30 4P,PO304,PO30 4,PO30,PO30,PO,441005,89276,R,13,0,0,13,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304QA,PO30 4QA,PO304Q,PO30 4Q,PO304,PO30 4,PO30,PO30,PO,441332,89161,R,9,0,0,9,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304QB,PO30 4QB,PO304Q,PO30 4Q,PO304,PO30 4,PO30,PO30,PO,443600,90300,NR,7,10,0,17,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304QH,PO30 4QH,PO304Q,PO30 4Q,PO304,PO30 4,PO30,PO30,PO,442920,82633,R,8,0,0,8,MWPH,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304QL,PO30 4QL,PO304Q,PO30 4Q,PO304,PO30 4,PO30,PO30,PO,441052,89082,L,0,0,1,1, , ,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304QP,PO30 4QP,PO304Q,PO30 4Q,PO304,PO30 4,PO30,PO30,PO,443300,87400,NR,1,1,0,2,MWPH,Q38,NEWPORT,7,7,7,7,7,7,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,2,Minimal,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304QR,PO30 4QR,PO304Q,PO30 4Q,PO304,PO30 4,PO30,PO30,PO,441243,87301,R,2,0,0,2,MWPH,Q38,NEWPORT,7,7,7,7,7,7,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,2,Minimal,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304QT,PO30 4QT,PO304Q,PO30 4Q,PO304,PO30 4,PO30,PO30,PO,441100,89200,R,11,0,0,11,MWQU,Q38,NEWPORT,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304QU,PO30 4QU,PO304Q,PO30 4Q,PO304,PO30 4,PO30,PO30,PO,442500,82500,R,9,0,0,9,MWPH,Q38,NEWPORT,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO304WA,PO30 4WA,PO304W,PO30 4W,PO304,PO30 4,PO30,PO30,PO,440746,82252,L,0,0,1,1, , ,NEWPORT,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO305AA,PO30 5AA,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449548,89037,NR,27,1,0,28,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AB,PO30 5AB,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449429,89030,R,29,0,0,29,MWQE,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AD,PO30 5AD,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449447,88926,R,44,0,0,44,MWQE,Q38,NEWPORT,7,7,7,7,7,7,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,2,Minimal,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AE,PO30 5AE,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449435,88949,R,27,0,0,27,MWQE,Q38,NEWPORT,7,7,7,7,7,7,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,2,Minimal,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AF,PO30 5AF,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449431,88964,R,4,0,0,4,MWQE,Q38,NEWPORT,7,7,7,7,7,7,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,2,Minimal,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AG,PO30 5AG,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,448700,89100,R,12,0,0,12,MWPJ,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AH,PO30 5AH,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449100,88700,R,9,0,0,9,MWPJ,Q38,NEWPORT,7,7,7,7,7,7,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,2,Minimal,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AJ,PO30 5AJ,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,447933,89257,R,16,0,0,16,MWPK,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO305AL,PO30 5AL,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449891,89302,R,22,0,0,22,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AN,PO30 5AN,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449805,89950,L,0,0,1,1,MWQJ,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AP,PO30 5AP,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,448046,88143,R,21,0,0,21,MWPK,Q38,NEWPORT,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,2,Minimal,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AQ,PO30 5AQ,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449000,88500,R,8,0,0,8,MWPJ,Q38,NEWPORT,7,7,7,7,7,7,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,2,Minimal,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AR,PO30 5AR,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,448100,88300,R,66,0,0,66,MWPK,Q38,NEWPORT,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,2,Minimal,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AS,PO30 5AS,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,448200,88250,R,4,0,0,4,MWPK,Q38,NEWPORT,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,2,Minimal,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AT,PO30 5AT,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449858,89373,R,62,0,0,62,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AU,PO30 5AU,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449926,89343,NR,10,8,0,18,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AW,PO30 5AW,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449600,89900,N,0,1,0,1,MWQJ,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AX,PO30 5AX,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449901,89307,L,0,0,1,1,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AY,PO30 5AY,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449934,89390,R,6,0,0,6,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305AZ,PO30 5AZ,PO305A,PO30 5A,PO305,PO30 5,PO30,PO30,PO,449900,89230,NR,16,11,0,27,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305BA,PO30 5BA,PO305B,PO30 5B,PO305,PO30 5,PO30,PO30,PO,450000,89250,NR,16,13,0,29,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305BB,PO30 5BB,PO305B,PO30 5B,PO305,PO30 5,PO30,PO30,PO,450117,89318,L,0,0,1,1,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305BD,PO30 5BD,PO305B,PO30 5B,PO305,PO30 5,PO30,PO30,PO,450005,89365,N,0,1,0,1,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305BE,PO30 5BE,PO305B,PO30 5B,PO305,PO30 5,PO30,PO30,PO,449500,89800,R,10,0,0,10,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305BF,PO30 5BF,PO305B,PO30 5B,PO305,PO30 5,PO30,PO30,PO,449800,90600,N,0,6,0,6,MWQJ,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO305BG,PO30 5BG,PO305B,PO30 5B,PO305,PO30 5,PO30,PO30,PO,450033,89278,L,0,0,1,1,MWQD,Q38,NEWPORT,3,2,2,2,2,2,Medium High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
