GEO_UNIT,COM_UNIT,GEO_SUB,COM_SUB,GEO_SECT,COM_SECT,GEO_DIST,COM_DIST,POSTAREA,X_COORD,Y_COORD,USER_,DELR,DELN,DELL,DELALL,WARD,NHS,POSTTOWN,CL_STD,CL_3,CL_6,CL_15,CL_45,CL_150,CL_STD_Txt,CL_3_Txt,CL_6_Txt,CL_15_Txt,CL_45_Txt,CL_150_Txt,SAND,SAND_Txt,SILT,SILT_Txt,SOFT,SOFT_Txt,PEAT,PEAT_Txt,FLOOD,FLOOD_Txt,Exp,Exp_Txt
PO368BD,PO36 8BD,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460200,84700,NR,1,3,0,4,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,2,Exposed
PO368BE,PO36 8BE,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460161,84745,R,37,0,0,37,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,2,Exposed
PO368BG,PO36 8BG,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460039,84610,R,25,0,0,25,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368BH,PO36 8BH,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460215,84724,NR,41,1,0,42,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,2,Exposed
PO368BJ,PO36 8BJ,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460034,84691,R,14,0,0,14,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368BL,PO36 8BL,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460083,84555,NR,30,3,0,33,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368BN,PO36 8BN,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460104,84557,NR,26,5,0,31,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368BP,PO36 8BP,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460106,84681,NR,13,1,0,14,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368BQ,PO36 8BQ,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460000,84700,R,30,0,0,30,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368BS,PO36 8BS,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460100,84800,R,7,0,0,7,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,2,Exposed
PO368BU,PO36 8BU,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460242,84758,R,20,0,0,20,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,2,Exposed
PO368BW,PO36 8BW,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,460100,84400,NR,5,1,0,6,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368BZ,PO36 8BZ,PO368B,PO36 8B,PO368,PO36 8,PO36,PO36,PO,459522,84229,R,9,0,0,9,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DA,PO36 8DA,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459813,84137,NR,7,12,0,19,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DB,PO36 8DB,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459985,84846,R,13,0,0,13,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368DE,PO36 8DE,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459893,84113,NR,16,14,0,30,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DF,PO36 8DF,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459941,84246,NR,4,10,0,14,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DG,PO36 8DG,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459959,84549,N,0,1,0,1,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DH,PO36 8DH,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459700,84100,L,0,0,1,1,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DJ,PO36 8DJ,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459816,84106,L,0,0,1,1,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DN,PO36 8DN,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459615,84106,R,6,0,0,6,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DP,PO36 8DP,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459889,84127,L,0,0,1,1,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DQ,PO36 8DQ,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459862,84621,NR,35,2,0,37,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DR,PO36 8DR,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459897,84217,R,2,0,0,2,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DS,PO36 8DS,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,460000,84200,L,0,0,1,1,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368DT,PO36 8DT,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459800,84700,R,24,0,0,24,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368DU,PO36 8DU,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459864,84836,R,28,0,0,28,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368DX,PO36 8DX,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,459914,84886,R,14,0,0,14,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368DY,PO36 8DY,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,460064,84933,NR,5,1,0,6,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,3,Moderately Exposed
PO368DZ,PO36 8DZ,PO368D,PO36 8D,PO368,PO36 8,PO36,PO36,PO,460000,84800,R,20,0,0,20,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368EA,PO36 8EA,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,460100,84900,R,18,0,0,18,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,3,Moderately Exposed
PO368EB,PO36 8EB,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,460167,84938,N,0,7,0,7,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,3,Moderately Exposed
PO368ED,PO36 8ED,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,460237,85033,NR,1,2,0,3,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,3,Moderately Exposed
PO368EE,PO36 8EE,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,460080,84843,R,14,0,0,14,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,3,Moderately Exposed
PO368EF,PO36 8EF,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,460038,84814,R,2,0,0,2,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368EG,PO36 8EG,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,459900,84700,R,17,0,0,17,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368EH,PO36 8EH,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,460100,85000,NR,8,13,0,21,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,3,Moderately Exposed
PO368EL,PO36 8EL,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,459867,84133,R,2,0,0,2,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368EP,PO36 8EP,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,459978,84228,R,8,0,0,8,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368EQ,PO36 8EQ,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,459957,84676,NR,10,1,0,11,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368ER,PO36 8ER,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,459855,84102,NR,10,4,0,14,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368ES,PO36 8ES,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,459812,84291,NR,7,3,0,10,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368ET,PO36 8ET,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,459994,84210,NR,29,3,0,32,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368EU,PO36 8EU,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,460200,84800,NR,3,9,0,12,MWQR,Q38,SANDOWN,1,0,0,0,0,0,Very High,Extremely High,Extremely High,Extremely High,Extremely High,Extremely High,2,Minimal,1,Minimal,0,At Risk,1,Minimal,0,Major Risk,2,Exposed
PO368EW,PO36 8EW,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,459821,84127,R,8,0,0,8,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368EX,PO36 8EX,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,459882,84253,R,13,0,0,13,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368EY,PO36 8EY,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,459800,84200,R,6,0,0,6,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368EZ,PO36 8EZ,PO368E,PO36 8E,PO368,PO36 8,PO36,PO36,PO,459842,84250,NR,9,1,0,10,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368HA,PO36 8HA,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459800,84300,R,11,0,0,11,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368HB,PO36 8HB,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459740,84302,NR,18,2,0,20,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368HD,PO36 8HD,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459977,84312,NR,43,4,0,47,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368HE,PO36 8HE,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459842,84412,NR,34,1,0,35,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368HF,PO36 8HF,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459818,84590,R,8,0,0,8,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368HG,PO36 8HG,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459717,84530,R,12,0,0,12,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368HH,PO36 8HH,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459741,84576,NR,25,2,0,27,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368HJ,PO36 8HJ,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459714,84408,NR,17,2,0,19,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368HL,PO36 8HL,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459600,84300,NR,25,1,0,26,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368HP,PO36 8HP,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459900,84300,R,7,0,0,7,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368HQ,PO36 8HQ,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459704,84466,R,17,0,0,17,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368HR,PO36 8HR,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459700,84400,R,14,0,0,14,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368HS,PO36 8HS,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459726,84454,R,6,0,0,6,MWQR,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368HU,PO36 8HU,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459659,84439,R,10,0,0,10,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,3,Moderately Exposed
PO368HW,PO36 8HW,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459712,84331,R,15,0,0,15,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368HX,PO36 8HX,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459600,84100,NR,17,1,0,18,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368HY,PO36 8HY,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459760,84163,NR,15,2,0,17,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368HZ,PO36 8HZ,PO368H,PO36 8H,PO368,PO36 8,PO36,PO36,PO,459734,84242,NR,32,1,0,33,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JA,PO36 8JA,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459600,84200,NR,12,1,0,13,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JB,PO36 8JB,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459723,84271,R,29,0,0,29,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JD,PO36 8JD,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459699,84094,R,10,0,0,10,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JE,PO36 8JE,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459788,84224,NR,13,1,0,14,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JF,PO36 8JF,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459717,84294,R,2,0,0,2,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JG,PO36 8JG,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459648,84306,NR,16,2,0,18,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JJ,PO36 8JJ,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459646,84217,NR,26,1,0,27,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JN,PO36 8JN,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459500,84200,R,4,0,0,4,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JP,PO36 8JP,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459749,84039,L,0,0,1,1,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JQ,PO36 8JQ,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459594,84302,NR,28,3,0,31,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JR,PO36 8JR,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459814,84019,NR,12,7,0,19,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JS,PO36 8JS,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459690,83914,R,54,0,0,54,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JT,PO36 8JT,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459826,84095,N,0,3,0,3,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JW,PO36 8JW,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459740,84135,NR,19,1,0,20,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JX,PO36 8JX,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459785,84019,L,0,0,1,1,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JY,PO36 8JY,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459800,84000,L,0,0,1,1,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368JZ,PO36 8JZ,PO368J,PO36 8J,PO368,PO36 8,PO36,PO36,PO,459605,84350,R,4,0,0,4,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368LA,PO36 8LA,PO368L,PO36 8L,PO368,PO36 8,PO36,PO36,PO,459814,84116,N,0,2,0,2,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368LB,PO36 8LB,PO368L,PO36 8L,PO368,PO36 8,PO36,PO36,PO,459800,84100,L,0,0,1,1,MWQS,Q38,SANDOWN,2,2,2,2,2,2,High,High,High,High,High,High,2,Minimal,0,At Risk,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368LE,PO36 8LE,PO368L,PO36 8L,PO368,PO36 8,PO36,PO36,PO,459505,84112,NR,2,1,0,3,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
PO368LF,PO36 8LF,PO368L,PO36 8L,PO368,PO36 8,PO36,PO36,PO,459560,84157,NR,2,2,0,4,MWQS,Q38,SANDOWN,8,8,8,8,8,8,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,Extremely Low,1,Moderate,1,Minimal,1,Minimal,1,Minimal,1,Local Risk,2,Exposed
